x,y,z,LR
27.429937,-64.29435,-16.307789,R
25.429453,-60.613396,-14.166182,R
28.847271,-37.177032,-19.482994,R
26.330225,-42.465538,-20.41097,R
29.400873,-34.915245,-25.906788,R
37.825245,-34.53852,-26.986654,R
36.280502,-30.035023,-29.195984,R
58.842102,-55.886005,10.204433,R
59.851746,-49.84705,7.5581713,R
61.579998,-56.91697,6.562326,R
56.515717,-55.949425,-3.6712608,R
61.953186,-53.44222,-4.0268097,R
59.005646,-50.638294,-6.7549477,R
62.20448,-44.89237,-9.472879,R
56.347435,-48.958576,-8.795064,R
43.913826,-75.90776,-4.471739,R
42.45614,-68.650986,-2.0008302,R
44.084698,-70.176834,-5.6638403,R
47.62436,-59.124084,-12.280775,R
51.232067,-60.23296,-11.318711,R
53.926697,-59.35094,-16.709127,R
59.99134,-54.697998,-17.826902,R
54.969543,-54.881523,-22.588547,R
57.615307,-47.800022,-26.031204,R
50.51775,-50.760124,-20.01801,R
43.195423,-49.384003,-17.751156,R
45.026783,-44.9973,-17.473057,R
44.190968,-42.842945,-19.488739,R
46.105232,-36.757103,-22.279572,R
43.032635,-41.21473,-23.389767,R
42.70435,-21.19995,-0.73244303,R
43.499733,-18.509834,-3.8275669,R
47.48293,-15.102778,-1.7005024,R
63.898212,-0.25732547,-4.361122,R
59.847553,3.0730138,-2.7816987,R
62.106537,3.5623467,-8.842546,R
59.685112,6.660508,-13.007988,R
56.1343,-1.1055797,-15.756371,R
48.290047,-22.562662,-7.9671645,R
51.8433,-18.034334,-8.756212,R
48.65623,-19.665844,-11.315437,R
63.11625,-9.075224,-15.430804,R
52.935997,-12.242716,-18.672188,R
58.70708,-5.686965,-20.388174,R
54.99613,-2.8291907,-23.409605,R
63.04049,-1.3040985,-25.457838,R
58.618347,-2.103909,-32.43591,R
61.62741,-8.299188,-29.649176,R
58.632576,-24.898682,-24.457758,R
57.521168,-18.236341,-28.092075,R
62.736126,-23.557495,-31.006733,R
59.073383,-22.398432,-35.684895,R
58.780373,-30.674496,-31.948223,R
22.204996,-4.1994457,63.63341,R
25.805683,0.35485682,60.601753,R
23.412191,-4.2528586,58.036377,R
23.894693,-4.952001,52.56372,R
24.861359,-5.269342,48.675426,R
17.376543,-16.951977,72.687126,R
14.292412,-15.270599,68.711784,R
17.326738,-13.905243,65.47319,R
18.351202,-10.204771,62.888245,R
25.877773,-23.920307,63.530373,R
20.970837,-25.969147,62.006775,R
23.895868,-23.72266,68.46089,R
21.230572,-21.301325,73.34679,R
35.383175,-9.393137,63.218147,R
40.80384,-14.544424,65.77059,R
36.729485,-14.527417,68.2115,R
33.09454,-21.64414,69.00018,R
26.432842,-6.3097687,47.153652,R
26.553745,-9.802759,49.645454,R
30.573725,-11.080113,55.042408,R
36.89711,35.303688,13.0815,R
39.88781,32.302887,14.526645,R
40.805958,34.32252,17.656158,R
49.415657,32.77455,21.799078,R
50.929287,28.349255,29.064539,R
36.82548,54.187805,12.548157,R
42.054634,52.70449,10.2340145,R
41.839268,49.45149,13.82105,R
39.766666,40.880363,12.761994,R
26.589148,41.716103,20.889935,R
25.722775,46.88122,18.21029,R
28.898907,46.198765,18.297638,R
32.55716,50.92018,16.212872,R
2.4850376,16.98782,26.546173,R
4.344938,19.848812,23.231497,R
2.7674322,23.431112,24.65491,R
2.148223,30.081905,22.837261,R
4.9057765,37.410427,21.103878,R
10.33418,8.907048,39.895638,R
6.9662247,7.3608413,41.061607,R
7.314982,13.111816,38.025837,R
2.5303206,16.395359,34.20555,R
4.634215,-63.199665,42.633896,R
2.4350119,-64.33895,39.308434,R
7.130983,-59.512585,41.131996,R
7.897476,-54.901573,39.03026,R
12.028551,-51.631554,37.864697,R
5.2025385,-56.202797,55.02865,R
2.8259578,-61.51145,53.933495,R
3.0695996,-59.277393,50.949883,R
6.828948,-61.53999,46.514244,R
38.69955,-51.862244,41.50863,R
42.203136,-55.275135,43.179546,R
37.3887,-53.680103,40.115902,R
35.58668,-55.261433,41.02169,R
33.46865,-57.09794,43.586163,R
33.39688,-40.74984,39.474346,R
35.23222,-41.54327,37.448006,R
34.565662,-43.986275,38.09866,R
36.391247,-47.552284,39.402107,R
65.57373,-14.790921,16.033997,R
61.24934,-18.485203,15.324893,R
65.05522,-18.874681,19.374954,R
61.89614,-21.087177,23.182865,R
61.36311,-23.12727,26.480158,R
43.93615,0.96048987,-0.90859145,R
41.455116,-2.8911202,-5.4457626,R
41.488483,-7.735536,-5.648425,R
41.028496,-12.488622,-8.433493,R
44.24456,-11.776879,-10.171501,R
9.926259,5.240792,-17.11244,R
14.214455,-0.9122844,-13.598337,R
13.326978,5.2007475,-17.36591,R
16.619873,4.185191,-17.40391,R
19.983341,2.9921184,-16.410337,R
25.013592,-56.77964,1.4379361,R
21.164993,-56.434105,1.4560382,R
21.943369,-51.57088,-1.2055562,R
18.713598,-45.295055,-4.68756,R
14.417627,-38.256542,-5.1909857,R
31.059998,-87.27134,1.0480016,R
34.763954,-89.624596,-1.0564438,R
30.275532,-93.06553,-1.5048381,R
29.915257,-98.40337,-7.1686783,R
25.248903,-100.47457,-14.548686,R
49.931885,-36.2154,1.0761743,R
47.26513,-33.803406,-0.710252,R
46.634926,-37.661995,0.84562314,R
48.61803,-39.848988,-0.24774142,R
55.41621,-41.4102,-1.3865964,R
4.4860277,18.328445,52.44276,R
5.432463,25.43457,48.896614,R
3.6039631,24.88541,55.17821,R
4.9094596,30.813074,58.957428,R
10.184191,33.772984,56.459206,R
24.56807,16.722004,46.844967,R
21.453785,22.26157,47.561867,R
22.664618,20.985786,44.1249,R
24.25261,25.490795,41.906757,R
24.503628,28.732666,37.571655,R
24.443419,32.52214,35.725445,R
26.987589,29.228088,38.964367,R
30.353348,31.044,41.20955,R
34.234623,31.60292,42.047718,R
11.794758,-40.63797,58.8962,R
12.875868,-39.5993,54.723827,R
7.7685075,-39.030525,55.053448,R
3.2984955,-34.551846,52.109722,R
2.9342985,-28.721786,52.345154,R
6.8599114,-3.089125,70.176285,R
6.798831,-6.682232,63.04367,R
3.8632526,-1.5276713,66.970505,R
3.9694672,0.5375826,61.78307,R
5.1312323,2.1983438,56.48403,R
5.067079,2.3314278,51.787407,R
5.271898,8.272826,55.54785,R
7.389215,13.688566,54.574516,R
26.850765,-37.990593,54.603558,R
27.382105,-41.016144,55.679222,R
24.527824,-38.900253,55.841816,R
22.192116,-39.523937,58.349518,R
21.008057,-40.319477,61.288383,R
8.525309,-35.57824,69.50973,R
10.489659,-31.878515,77.03706,R
5.7936654,-35.78216,76.90849,R
7.55113,-40.34634,77.36647,R
10.540194,-42.025185,73.320816,R
9.020678,-45.4782,70.481895,R
11.410421,-41.25325,68.44504,R
11.620416,-41.136017,63.565117,R
43.93226,-10.776433,31.243378,R
45.02222,-13.213638,31.718988,R
41.539528,-13.984392,32.80321,R
41.497364,-18.07851,35.96442,R
42.88594,-18.245789,41.73745,R
32.035553,-27.58022,50.17634,R
36.617687,-26.032421,51.879894,R
36.83889,-28.334545,58.302086,R
41.36574,-29.143406,66.28262,R
42.100685,-35.43397,61.151283,R
38.189095,-35.839092,54.28055,R
36.530754,-37.229713,59.189613,R
30.727718,-36.902065,56.64514,R
37.47004,29.09396,37.852577,R
38.302612,29.169922,44.31579,R
39.16134,23.722002,43.220085,R
44.766685,19.460396,42.63732,R
41.948505,-2.4618976,46.188362,R
43.937218,1.8528483,49.48156,R
47.49534,0.4571979,49.12639,R
52.7836,2.0515778,47.723946,R
56.79624,0.08818414,43.422142,R
58.867443,-0.48359957,39.549873,R
54.54543,-6.3545027,39.605495,R
48.402565,-9.723162,34.027653,R
35.225666,19.004086,9.783216,R
35.6769,12.596109,10.071902,R
37.486645,16.851877,7.883371,R
40.421917,14.5730715,5.2224464,R
43.700447,13.74835,1.7178148,R
46.279575,17.188522,21.788692,R
52.02134,13.3169155,21.59759,R
48.27137,10.511626,21.03227,R
49.306984,7.172971,15.2081175,R
53.882988,6.8315096,13.229098,R
59.84431,7.2795715,10.819535,R
53.844055,6.137824,17.297623,R
54.810265,6.891752,21.087671,R
56.910328,10.200813,25.755789,R
18.526875,47.915684,-18.523273,R
21.369583,41.691685,-19.019611,R
22.368591,45.119152,-14.472769,R
26.666256,42.404488,-13.708943,R
32.62583,38.82041,-13.723111,R
49.943455,39.793465,-3.7468839,R
49.011433,37.612328,-8.458403,R
53.31933,32.32151,-7.0604086,R
45.441833,30.814953,-4.277102,R
38.461876,30.152363,-0.20897219,R
33.105503,28.324865,3.1135936,R
35.24392,27.58321,3.9637191,R
34.75585,23.282612,7.9179893,R
5.235011,48.26846,30.050762,R
3.1466951,44.72067,23.429022,R
6.817276,51.57649,24.540813,R
5.036954,52.909218,19.15593,R
5.2388825,55.249855,13.237593,R
24.744967,63.808556,-0.64761573,R
16.64516,68.52913,0.16015989,R
17.348911,65.04305,-5.4935126,R
9.698247,66.64433,-10.667345,R
4.127621,63.275066,-15.087126,R
3.2072015,58.45091,-19.419994,R
9.471527,61.4468,-21.021406,R
14.98703,55.171253,-20.62614,R
3.864141,-23.363,14.44277,R
6.1067576,-23.25417,11.650093,R
4.1219482,-18.062214,13.106277,R
3.0696023,-12.8032,10.777553,R
3.1113658,-8.151186,8.1568775,R
0.6082897,23.845074,7.124241,R
1.7779219,17.103672,5.3695755,R
0.80857354,21.854008,2.1326976,R
1.3026991,19.070688,-2.6069255,R
2.583757,17.075771,-7.471637,R
3.6526802,15.28197,-9.529833,R
2.3269937,21.980556,-11.073851,R
4.699755,27.404352,-13.903543,R
2.2936006,34.546246,-17.603127,R
15.113195,-34.924362,40.47587,R
10.222965,-37.922417,43.499123,R
11.669617,-33.951927,42.05326,R
5.266386,-33.14531,45.570816,R
0.9985382,-32.189934,42.28277,R
4.3933077,-8.110492,31.78912,R
4.592314,-15.416651,30.838638,R
4.013465,-14.380295,30.592707,R
2.1981645,-20.398304,27.685278,R
0.39423078,-27.263342,25.10741,R
0.1163285,-32.856102,22.128502,R
0.4804813,-25.788013,21.248419,R
1.9524543,-24.537497,17.255714,R
7.482608,-89.78386,29.168924,R
6.43957,-88.17188,21.55768,R
3.3368893,-85.63482,29.438335,R
2.592601,-79.29458,29.311213,R
6.093651,-74.45941,26.872055,R
9.610405,-67.336365,24.795643,R
17.092005,-63.004066,26.28414,R
14.497447,-63.102703,22.589436,R
17.73033,-59.254333,21.196415,R
19.389843,-58.652527,18.219065,R
19.446316,-59.67562,14.259476,R
14.915045,-57.384052,16.64304,R
8.850646,-58.198265,10.238204,R
3.304792,-52.383167,7.8384666,R
29.236578,-57.63974,63.215393,R
27.18631,-56.04795,55.22416,R
24.81429,-58.205902,57.19953,R
22.577368,-59.934715,52.881294,R
22.15212,-61.47928,51.0539,R
14.693553,-75.694305,47.889698,R
17.209024,-72.97615,47.34955,R
20.762463,-74.666,46.567238,R
25.905767,-78.94258,41.0625,R
25.315325,-85.455536,34.172302,R
23.769125,-88.74961,26.933788,R
18.687801,-89.64723,32.60307,R
12.307686,-88.9026,31.382664,R
46.29302,-52.531788,22.92428,R
44.95362,-53.002472,20.931719,R
45.06982,-54.434242,24.254816,R
47.830402,-57.074738,23.847162,R
53.9279,-60.912304,23.259224,R
41.091015,-73.721565,41.441578,R
44.915977,-73.18732,35.541195,R
39.90191,-77.80102,35.600002,R
41.691868,-79.80984,30.080603,R
44.019108,-81.71261,23.130075,R
42.095295,-83.60109,16.829844,R
38.977013,-86.56494,21.28246,R
33.887783,-83.56734,18.115267,R
30.451242,-80.62725,15.431575,R
51.20359,-21.981297,38.597282,R
52.242207,-22.49484,36.58931,R
50.404453,-24.70523,38.94391,R
52.13502,-28.009525,42.863228,R
54.748737,-30.23385,48.321312,R
49.696754,-46.1526,38.487267,R
51.10716,-45.328655,40.97473,R
53.95404,-47.25755,39.63504,R
56.942177,-47.507874,35.89302,R
57.089745,-48.084953,30.992107,R
55.591656,-48.767647,26.973057,R
55.470398,-51.582344,26.965786,R
51.555622,-51.49458,24.353918,R
37.06479,-13.137964,17.331608,R
37.15751,-20.304424,15.074799,R
36.459873,-19.160389,17.704828,R
34.462967,-24.5981,16.731722,R
34.244102,-28.214584,17.227522,R
45.408043,-32.149452,23.67512,R
43.35928,-33.953938,21.313587,R
46.378284,-35.250465,22.71967,R
50.987892,-34.84586,19.099731,R
58.83365,-31.747814,15.297113,R
66.62303,-30.297298,13.1349745,R
65.002884,-32.41962,16.805439,R
67.86122,-36.72161,15.994524,R
64.91374,-41.671898,15.150042,R
29.230871,20.746998,-24.870825,R
26.160324,15.455505,-26.026423,R
29.0027,15.898603,-21.582577,R
29.911793,13.010826,-20.607714,R
31.71083,7.072398,-19.243332,R
43.230263,10.003212,-21.648468,R
39.867817,11.100162,-24.403843,R
40.232002,21.252838,-26.227055,R
38.881203,22.296015,-35.29797,R
36.235416,15.293539,-41.907116,R
35.63888,7.201722,-39.349,R
40.56383,8.050445,-41.59801,R
43.767624,3.4311662,-38.86192,R
46.707794,-0.59636617,-35.78313,R
17.818012,-31.525944,-4.322873,R
26.10758,-34.973778,0.19112898,R
24.59299,-33.12968,-4.467023,R
30.249054,-32.755775,-4.165187,R
35.120216,-32.752483,-4.886372,R
37.784313,-17.733414,-17.79159,R
39.28002,-21.543865,-16.654972,R
37.376045,-18.772282,-20.000704,R
30.220016,-17.144281,-20.922955,R
20.53584,-16.090046,-22.755306,R
20.266382,-19.819525,-29.803778,R
17.194883,-12.520976,-27.999762,R
23.083107,-11.279498,-36.02921,R
30.41038,-7.9064493,-35.76548,R
12.217404,-90.44325,4.4210544,R
13.520764,-92.65136,-1.7139934,R
9.114153,-91.522896,0.94601965,R
3.5256417,-92.363304,-5.923879,R
4.1737547,-88.23457,-11.559378,R
16.378515,-60.56615,-8.829103,R
15.658773,-63.773598,-10.028162,R
23.426907,-60.09725,-8.785631,R
28.503418,-59.739296,-6.5815887,R
30.278564,-58.63436,-8.124036,R
27.291021,-55.00938,-11.798064,R
31.212713,-49.73484,-10.966473,R
33.20563,-41.563576,-14.479723,R
35.487114,-34.119343,-18.740774,R
50.319046,-60.896004,6.3594537,R
58.30204,-62.756683,4.841402,R
53.23344,-64.55222,3.365305,R
52.45279,-60.07433,-0.10657577,R
52.351063,-58.494984,-2.2650552,R
45.86713,-77.65194,-14.589175,R
47.03213,-70.67442,-9.803771,R
48.27236,-69.39271,-15.9558,R
44.99661,-62.70117,-14.281654,R
43.52108,-57.949303,-11.968268,R
45.537422,-53.423584,-14.495358,R
41.91703,-57.376076,-13.220499,R
42.410072,-56.548573,-17.41525,R
42.770786,-55.180687,-22.275782,R
50.616325,-12.957075,6.374578,R
50.283203,-9.371274,2.1166196,R
57.92098,-8.051529,3.4959285,R
64.889656,-3.840887,-0.5802668,R
62.51754,-6.557851,-8.849837,R
54.065876,-25.086552,-10.074785,R
51.29177,-20.58148,-12.193196,R
59.757374,-20.494991,-11.450027,R
66.409225,-14.547727,-12.085461,R
67.55446,-12.924179,-19.846869,R
63.37835,-14.149279,-25.852533,R
62.922688,-20.940813,-22.689985,R
56.642815,-25.494534,-20.773989,R
55.390144,-31.65596,-21.296816,R
14.43825,11.698867,63.765747,R
15.265742,17.704021,62.246082,R
18.59148,14.533066,63.72411,R
22.722813,15.105802,59.82555,R
22.924904,13.946136,54.82243,R
23.62478,5.550006,56.832,R
22.578001,9.652716,52.398506,R
23.334278,12.835577,49.332344,R
25.48611,12.479307,47.14742,R
28.05907,12.933057,47.955727,R
30.531372,15.152585,51.0886,R
0.9150839,-29.239466,70.72203,R
2.1063864,-26.818508,66.17246,R
2.6664891,-22.935617,71.59717,R
3.7598755,-16.099972,71.43888,R
6.043424,-10.2086935,71.267426,R
12.662417,-12.185561,67.63306,R
11.925211,-9.168809,71.274155,R
9.458809,-5.4359646,72.095055,R
12.398112,1.1395113,70.4774,R
13.869028,6.2794027,66.39177,R
26.866623,-28.938538,64.374916,R
26.087214,-29.686209,71.53863,R
22.091433,-30.21439,62.319557,R
17.422865,-31.416553,61.398743,R
13.405072,-32.62839,62.34021,R
16.382545,-27.64981,61.99392,R
12.5301895,-30.570953,62.35766,R
10.066979,-33.517284,64.9736,R
7.822946,-33.519035,68.8706,R
3.9985135,-31.676037,73.49095,R
41.21705,-12.156344,48.333,R
36.49185,-14.671013,43.682953,R
37.416706,-14.539836,48.93049,R
36.403427,-17.627642,49.486774,R
37.014236,-23.391806,49.10565,R
39.315804,-21.507336,59.837807,R
35.096016,-25.287106,53.843567,R
31.266867,-26.242947,49.628902,R
28.221186,-27.005024,50.53074,R
26.893885,-28.20763,55.692963,R
34.804726,16.220253,54.234863,R
32.444714,10.208832,57.713634,R
33.904247,2.9623399,58.31559,R
34.58251,-0.3934911,50.31271,R
29.817142,-5.5510626,46.98359,R
33.180786,-3.8277347,46.29019,R
37.172092,-3.430861,45.859306,R
41.795673,-3.9393914,50.18789,R
46.809277,-7.5945997,54.85711,R
55.624493,26.732769,3.1991014,R
55.345436,23.740383,6.4900293,R
56.54076,28.090174,8.18521,R
53.97696,28.491482,14.390043,R
52.057243,26.41914,20.860043,R
42.77984,29.224371,16.33753,R
46.674942,27.367075,20.580873,R
47.203655,22.02792,20.719072,R
41.71795,19.193293,21.56792,R
38.39301,16.164623,23.542326,R
36.41946,11.690376,25.702206,R
29.504185,55.374382,-5.6700864,R
35.538555,59.60426,-9.162369,R
35.68273,54.87661,-4.3667145,R
41.918324,53.569355,-1.5422754,R
40.813168,45.40325,-1.3267591,R
42.68761,47.558407,6.3672514,R
42.389465,43.924103,1.8560066,R
43.70462,41.699482,-1.5095582,R
49.08364,37.20284,0.6609473,R
55.06655,32.03905,1.3425518,R
17.779442,55.123444,27.271261,R
14.328787,60.339172,22.586174,R
18.788807,57.01197,21.38313,R
21.732178,62.557842,17.03358,R
25.302553,61.525093,11.730178,R
24.849222,51.865257,14.763563,R
26.425106,55.50287,10.771156,R
26.784332,59.329792,4.350112,R
23.975286,54.838295,1.0273477,R
24.858662,51.731335,-3.0233839,R
0.71628076,-1.1700801,23.008333,R
1.2335573,-0.5874524,18.66364,R
1.0261772,5.1449184,20.337244,R
0.9908247,11.297954,17.723179,R
0.36356643,17.296856,15.045725,R
4.049651,22.15411,20.785915,R
0.780923,22.88522,16.340755,R
0.069776446,23.589636,11.747596,R
0.47532812,30.273106,8.032733,R
4.4382143,34.41875,2.8474998,R
3.2707677,41.312263,-2.403888,R
11.243482,-13.527662,41.43089,R
9.377329,-16.75652,41.55546,R
7.249757,-11.486441,42.6092,R
2.2910771,-8.287985,42.312263,R
1.1248833,-5.1657233,35.287895,R
1.4891487,5.0172544,40.352345,R
1.5817788,0.735685,33.90084,R
3.9203365,-3.4084435,31.915127,R
4.064107,-1.7864243,31.415676,R
0.48428574,-0.92475975,27.81275,R
17.756672,-76.25581,38.87221,R
18.90281,-76.541595,34.2384,R
17.142435,-71.01437,36.14881,R
14.32778,-67.97676,33.82461,R
11.142097,-67.51647,31.708134,R
2.9917,-65.93556,35.30573,R
2.377495,-67.60964,31.482351,R
4.7266364,-69.020615,27.148367,R
1.624808,-62.009827,26.581818,R
4.290388,-55.440228,25.935263,R
7.1057215,-53.21588,24.470097,R
12.13627,-61.572517,66.120575,R
14.704905,-66.39443,62.89223,R
9.91499,-66.75582,62.848,R
8.6286335,-70.46496,57.362617,R
7.934868,-73.62493,53.36146,R
4.8064847,-66.2689,51.65728,R
5.144767,-71.71411,50.12314,R
9.379158,-76.41652,49.23061,R
13.088644,-76.41687,45.54264,R
16.132439,-76.39363,42.149204,R
52.42797,-56.573326,40.82206,R
48.93518,-57.78541,36.020977,R
50.411125,-59.39378,40.98155,R
49.39349,-63.34959,40.909355,R
44.208504,-64.94583,41.82549,R
43.6845,-58.866962,46.933956,R
43.63122,-63.78166,48.150887,R
42.55727,-69.24605,46.11734,R
37.67445,-73.44621,46.319447,R
33.028996,-74.124146,41.15876,R
31.99442,-71.44313,34.785767,R
41.26518,-29.83669,39.608826,R
43.517384,-31.219446,41.963097,R
40.746788,-33.976566,42.181824,R
42.20161,-38.847996,40.436726,R
43.94104,-41.781696,37.710213,R
38.512646,-42.84826,36.49754,R
42.25086,-44.051666,37.058426,R
46.27045,-45.35179,37.662987,R
49.549747,-47.882362,41.209816,R
53.95055,-52.195484,44.586563,R
47.037613,-13.985445,16.513233,R
42.85328,-17.037521,17.399216,R
46.66171,-17.68633,16.287996,R
46.590813,-22.6675,15.583956,R
47.08033,-26.104168,17.495388,R
55.970196,-22.987335,15.875315,R
51.21767,-25.770014,18.596434,R
48.000904,-29.615677,21.350634,R
48.348995,-31.075022,25.308184,R
50.43454,-33.87773,28.906147,R
53.486877,-35.385506,31.569757,R
32.436665,19.410679,-7.3205857,R
35.824272,17.004866,-11.588292,R
41.75286,13.912149,-11.014894,R
41.391155,2.55811,-11.727493,R
41.988228,-1.8593647,-17.190968,R
41.871426,-6.065299,-10.013052,R
42.373222,-4.569743,-16.11919,R
44.410763,1.4754016,-19.567318,R
45.848766,10.346601,-18.41203,R
50.507446,18.817923,-18.118507,R
53.569023,12.726974,-22.85934,R
10.083956,-19.542614,-20.25926,R
17.072018,-23.867506,-15.802899,R
16.068716,-19.084826,-18.537426,R
19.864248,-17.29011,-13.762985,R
25.832123,-16.23204,-11.36294,R
18.150623,-7.180345,-12.392868,R
23.947075,-11.964423,-11.696984,R
31.454214,-16.308567,-15.6808605,R
35.71919,-14.805333,-19.429188,R
37.428932,-11.075729,-22.930433,R
34.426384,-8.670778,-26.951355,R
11.125265,-73.82636,8.951759,R
3.2783477,-75.885925,7.7613115,R
3.8534596,-69.13218,10.387434,R
2.1087155,-63.38979,6.4870996,R
6.030224,-63.056496,-0.47018537,R
13.327738,-56.58554,2.1758692,R
7.50728,-55.051636,-0.47091898,R
11.575468,-58.39331,-5.387122,R
16.710117,-54.21989,-9.988554,R
23.201347,-49.661247,-11.210561,R
25.900537,-43.198296,-11.4608345,R
50.14484,-72.80461,5.155589,R
45.587395,-70.885445,1.5491965,R
49.066917,-76.87325,1.7935892,R
47.713253,-79.67563,-2.1493862,R
47.43497,-80.97429,-7.340135,R
38.565388,-89.31935,-5.5468216,R
43.602318,-87.385666,-9.2378025,R
46.753307,-82.76463,-14.283847,R
41.253765,-82.28845,-16.737553,R
34.530254,-81.368286,-15.688272,R
31.780853,-80.00059,-12.711727,R
67.340225,-18.904064,-0.4364837,R
63.439095,-17.299389,-3.9336162,R
57.863983,-21.93473,-4.868602,R
50.313396,-24.632702,-5.720174,R
46.75319,-26.365063,-6.9753227,R
46.328255,-32.215675,-2.8728647,R
46.759827,-30.330486,-5.810275,R
49.626797,-28.107676,-8.4471245,R
57.55027,-28.435156,-8.623577,R
67.17735,-28.675106,-7.547202,R
69.15986,-34.18183,-12.892296,R
10.590445,23.066671,33.79884,R
11.663707,28.085438,29.304428,R
8.025218,27.542053,33.100323,R
5.0819216,32.215935,32.715275,R
5.7532725,38.10866,33.83025,R
5.3734946,31.535334,44.382782,R
5.669652,37.90747,39.936554,R
5.4816628,43.499268,35.08118,R
3.9336865,50.000492,37.809494,R
6.6031127,55.36491,38.713017,R
11.734072,54.047962,34.785362,R
14.679535,22.4879,57.625435,R
14.840238,28.51585,56.69101,R
14.920523,34.785313,52.942863,R
22.276463,29.146702,49.237556,R
19.682636,35.91104,50.272556,R
15.319516,40.751472,48.849533,R
15.136633,44.024883,42.878838,R
16.507774,50.254574,38.21884,R
17.17471,51.683422,31.467371,R
22.23412,52.544666,33.941986,R
27.427067,48.669,32.890972,R
28.539822,44.181355,29.553543,R
25.316305,36.00845,34.525127,R
28.975483,38.56043,32.502083,R
27.040146,38.93403,25.42706,R
29.192968,36.46746,24.548365,R
33.355812,36.68269,25.337662,R
37.89987,37.91363,27.405926,R
3.031033,-47.591347,50.537285,R
3.9987845,-48.799957,46.45463,R
7.974275,-43.98246,50.489098,R
13.463022,-43.35318,47.926098,R
16.02505,-40.687614,45.10546,R
14.829707,-38.959007,50.53035,R
16.540562,-38.221046,46.241695,R
16.687672,-36.93252,42.363564,R
16.055386,-32.07899,40.277786,R
15.120974,-26.854069,40.111702,R
13.841899,-21.477188,41.465324,R
3.7582116,-25.725605,61.64082,R
4.982814,-24.44568,57.892406,R
4.3665996,-23.179676,53.91459,R
5.047961,-11.609867,58.36842,R
2.1373734,-17.71695,54.043903,R
5.9455147,-21.676756,48.87381,R
9.704483,-19.739689,46.338623,R
11.733412,-17.4416,43.665043,R
12.294887,-14.877505,42.33357,R
10.821031,-9.809194,44.55485,R
8.872794,-4.7262297,45.4336,R
10.714919,1.3278396,43.824406,R
6.550902,4.095668,47.239197,R
9.4766445,5.6318355,43.96392,R
11.464373,7.063781,41.582127,R
10.925937,12.6033535,39.41735,R
10.981667,18.062672,36.99022,R
36.483887,-46.601208,48.22738,R
32.766468,-49.648907,48.17662,R
37.962234,-48.182007,52.26369,R
38.62536,-49.623497,57.226673,R
37.478226,-51.604187,61.851604,R
31.571665,-43.365585,60.371174,R
35.305405,-46.763294,65.587395,R
33.653423,-52.637623,65.70723,R
28.03811,-53.18989,66.87647,R
22.628918,-53.95652,64.659515,R
18.475365,-55.130554,62.89557,R
23.555277,-34.019127,71.83958,R
20.073711,-37.279243,66.48787,R
19.559769,-41.81134,64.30472,R
14.961354,-35.3723,76.4525,R
17.862558,-41.808372,68.75798,R
19.182041,-45.336555,63.192375,R
19.074371,-49.310036,63.37627,R
16.606976,-51.98704,61.05201,R
14.58252,-56.347664,62.212067,R
11.607407,-57.10072,62.286022,R
9.210413,-56.49047,61.25289,R
7.433858,-55.637215,59.688183,R
5.0702105,-49.376472,67.7364,R
3.7411633,-52.162617,63.016438,R
6.489875,-53.92624,57.799294,R
4.7341433,-52.100487,55.92263,R
3.1846554,-49.29087,53.600086,R
60.977764,-6.1821184,30.137945,R
63.357933,-11.526139,33.524506,R
61.430256,-8.254819,35.75047,R
60.486134,-11.643763,40.013786,R
59.0985,-15.361689,41.155552,R
50.442158,-13.351267,37.74568,R
57.23873,-12.3593445,44.19362,R
56.090904,-18.59003,42.369682,R
52.999714,-21.204853,43.744045,R
49.749794,-23.484976,43.2848,R
46.424126,-25.453684,42.249317,R
34.45124,-17.356438,40.59742,R
37.442924,-18.327606,41.2269,R
43.251972,-16.354176,49.187218,R
42.105103,-22.749966,54.677986,R
45.2042,-17.6512,57.257088,R
50.287533,-15.077744,56.624153,R
52.146095,-21.834452,53.948925,R
47.238686,-26.399511,47.14642,R
43.116627,-27.925512,41.637825,R
39.40177,-29.997055,41.188606,R
36.111023,-32.440453,40.727398,R
33.75663,-35.311302,41.21992,R
34.841972,-35.939297,49.115585,R
32.35608,-36.841316,44.64428,R
32.45272,-38.71714,42.24645,R
32.353256,-41.798798,43.852425,R
34.02222,-43.749367,46.329826,R
42.85598,35.459976,31.154324,R
46.84986,30.984583,32.677246,R
49.917675,25.68652,33.665672,R
40.81764,26.774008,34.85928,R
46.195408,23.761688,35.036823,R
44.870525,19.67023,30.442759,R
38.40695,16.873522,27.779789,R
34.914154,13.094678,27.690836,R
35.003338,8.388987,27.616358,R
41.012665,17.029137,53.40095,R
44.723537,14.9861965,47.72352,R
41.468178,12.122422,42.749107,R
41.435486,6.53246,45.516262,R
39.2956,7.6395445,41.680706,R
38.557632,9.559572,37.930714,R
36.578606,7.2177596,33.92835,R
36.460182,5.446335,30.849415,R
39.073055,5.4301515,27.579062,R
44.012238,6.756288,28.666601,R
51.36692,9.685921,31.034195,R
60.82079,8.027454,30.042294,R
60.48005,0.32254395,35.426373,R
61.462524,0.15662839,30.947464,R
60.956562,-0.8847157,25.81222,R
55.67408,-5.885598,21.349586,R
56.4275,-8.614183,23.448221,R
62.411633,-5.726134,23.74487,R
40.231956,-7.1552925,5.4877872,R
42.82835,-13.376516,5.497838,R
38.872307,-7.601201,9.088734,R
