x,y,z,LR
-2.0125587,-35.359447,61.914978,L
-4.0711627,-41.65863,59.021393,L
-12.577503,-42.14318,60.18349,L
-14.398619,-44.053192,60.0054,L
-11.228975,-47.466145,62.44294,L
-5.2734003,-50.24632,66.261246,L
-6.649353,-55.712177,65.84981,L
-13.9061985,-51.70293,73.331436,L
-11.778006,-55.996662,68.443726,L
-11.311966,-56.647133,62.78608,L
-14.293966,-56.63157,61.07406,L
-16.129915,-59.373993,62.712486,L
-24.786564,42.386925,34.921158,L
-20.880865,42.342926,34.602913,L
-18.434586,42.08936,37.703022,L
-21.602219,29.972229,36.93404,L
-19.517126,35.733482,39.621986,L
-18.135746,42.333717,42.754448,L
-16.185627,41.70887,47.725235,L
-12.86878,39.20714,50.67521,L
-9.599028,36.14373,55.00114,L
-25.208912,11.036247,51.697838,L
-25.128267,14.20943,52.52788,L
-24.846981,18.765057,55.418987,L
-22.086498,10.216485,59.436256,L
-23.12366,17.057919,59.755474,L
-21.251526,25.13884,59.41808,L
-15.193144,26.545078,54.853203,L
-9.99085,29.492794,57.277515,L
-3.6083035,30.404179,56.694496,L
-2.787169,24.161283,56.701427,L
-4.9608574,17.54635,55.896496,L
-5.241,12.354061,55.222576,L
-3.6689992,7.959062,67.96903,L
-4.322681,7.2041254,61.024376,L
-6.3641205,6.4637933,55.124165,L
-5.7122746,2.3314352,53.040924,L
-5.304928,-2.9239466,50.363533,L
-7.4350204,-3.0445728,47.59957,L
-2.363133,17.998074,-6.5254655,L
-1.8606955,11.578318,-2.2999437,L
-1.2533846,19.719105,-2.692019,L
-0.5920407,21.847837,0.86072576,L
-0.6386899,23.907166,4.6166153,L
-2.4725306,35.332794,-0.6709079,L
-0.5777357,31.21958,4.222008,L
-0.42797202,25.219887,9.087196,L
-1.032641,25.551804,13.598088,L
-2.7049708,25.234604,18.123285,L
-3.3333855,23.157864,21.052902,L
-6.006134,48.445854,8.218669,L
-11.484228,44.39528,10.638742,L
-12.026762,40.779976,14.222262,L
-8.774438,40.47246,21.461521,L
-11.653965,37.94873,19.425968,L
-8.78777,37.108555,18.912457,L
-4.586039,33.80988,23.555054,L
-2.6049576,27.62091,24.421688,L
-2.1095605,21.061752,25.738947,L
-4.0276527,19.748568,32.09539,L
-6.9595885,15.428766,34.915024,L
-8.273874,11.3852005,37.12395,L
-10.378172,15.836385,37.813805,L
-9.453583,12.441379,39.277782,L
-8.755587,7.2650003,39.629528,L
-9.133966,3.1545599,42.163612,L
-8.527063,-0.054022837,45.589836,L
-31.873343,25.170467,-7.4460497,L
-30.010275,22.650593,-10.026621,L
-37.545593,22.372013,-12.189502,L
-39.35689,21.473286,-18.707312,L
-35.153065,27.425663,-21.837927,L
-36.10206,32.7006,-12.692393,L
-31.212448,33.507713,-14.805583,L
-26.584951,30.109802,-17.258673,L
-22.227365,29.117746,-15.176779,L
-22.079636,29.926022,-21.033478,L
-13.320541,30.687977,-27.317158,L
-33.483986,58.0749,-8.085367,L
-28.558475,57.01415,-14.608025,L
-23.717812,50.159588,-14.535243,L
-14.566025,62.147453,-17.305744,L
-16.968922,53.406178,-18.591179,L
-19.147057,45.96475,-17.362974,L
-15.656423,42.140404,-24.298061,L
-10.468461,36.98476,-27.491436,L
-12.144254,33.4916,-21.827587,L
-8.992284,32.976997,-23.175022,L
-4.5845175,30.288034,-30.648071,L
-1.0978429,27.286716,-28.274527,L
-2.8600774,38.699417,-18.881155,L
-2.626884,32.854267,-19.868315,L
-3.036832,25.865372,-18.57811,L
-3.1471817,23.335453,-14.172513,L
-3.042345,20.39902,-9.453098,L
-57.389824,6.983941,6.6956835,L
-55.405254,8.07575,3.648936,L
-53.60625,9.889961,-0.38623124,L
-50.603493,10.802546,15.881895,L
-53.604668,11.044927,7.4780946,L
-51.429283,12.804698,-1.474,L
-47.7393,15.203549,0.081352696,L
-44.08618,16.815834,2.9777882,L
-42.188927,18.048342,5.417241,L
-42.065453,26.545395,20.322002,L
-45.699646,26.74581,18.551958,L
-51.539436,27.132904,15.8895445,L
-43.67048,33.953896,10.427493,L
-50.999634,29.615118,9.9938345,L
-55.880257,25.021961,10.217428,L
-52.371887,21.49059,5.3220963,L
-45.0189,21.613806,5.3668485,L
-39.21049,20.93836,7.0060835,L
-36.307,22.929108,7.172702,L
-33.640278,25.303211,6.272866,L
-31.898127,27.99997,4.420659,L
-42.369194,30.836334,-3.8704479,L
-36.30638,30.970932,-0.9499494,L
-31.340027,29.800747,2.103311,L
-31.10224,28.811575,-0.12643555,L
-31.089163,26.875004,-3.6645997,L
-29.41279,25.11799,-3.6947505,L
-62.06788,-20.81687,-4.871367,L
-56.904003,-18.825144,-6.215903,L
-64.52153,-16.835947,-3.4347847,L
-65.21013,-12.1482315,-0.90497,L
-63.717052,-9.8459835,2.0959332,L
-55.517372,-18.635973,4.9899206,L
-57.30076,-13.78169,5.8964148,L
-58.85454,-7.0706086,3.1149943,L
-53.32572,-6.6501684,0.47249922,L
-48.28748,-9.548767,-3.3111267,L
-46.10483,-13.495447,-6.732862,L
-32.97536,-27.031002,12.912326,L
-33.64614,-26.035837,8.250902,L
-35.47066,-25.235174,3.877788,L
-39.39812,-15.15983,12.665092,L
-35.90218,-21.06205,5.167806,L
-38.17903,-24.288301,-0.3550422,L
-40.007195,-22.16555,-3.8560615,L
-41.33625,-18.972792,-6.886035,L
-42.426132,-15.029353,-9.818579,L
-40.224052,-13.635984,-9.026581,L
-40.808647,-9.818777,-6.9542723,L
-41.17529,-3.8720202,-4.1023192,L
-36.929325,3.1755972,5.1024284,L
-38.629936,3.9315581,2.3579683,L
-41.10834,4.8580675,-0.4881943,L
-37.069588,14.134451,0.3732553,L
-34.365616,22.404278,-1.1332976,L
-56.075275,-47.301292,46.154736,L
-57.45218,-48.63328,40.737274,L
-59.10386,-49.816166,36.48496,L
-60.411865,-40.75962,38.261547,L
-61.253704,-45.208298,35.842594,L
-61.71637,-50.27232,31.9659,L
-63.133404,-49.92239,27.948034,L
-63.256886,-49.522636,23.375885,L
-62.924988,-47.417328,20.72401,L
-64.64009,-30.883139,19.65803,L
-57.75829,-35.089203,22.61838,L
-51.363556,-38.272034,25.735031,L
-46.174183,-35.91882,21.816713,L
-47.066277,-38.60382,24.052952,L
-49.658592,-42.237816,25.59228,L
-51.784607,-44.12554,23.578089,L
-57.07329,-43.88583,19.948162,L
-63.797424,-43.26598,18.01611,L
-65.63936,-39.30138,14.804947,L
-67.19821,-35.82375,11.355953,L
-68.001396,-32.932167,8.464273,L
-55.128613,-31.31608,9.568155,L
-64.5904,-28.37855,9.927948,L
-68.70004,-30.160686,4.9795322,L
-68.370224,-27.413074,0.98048717,L
-65.77665,-23.942753,-3.2112598,L
-56.77835,-26.493336,-5.4962955,L
-38.287933,-85.82855,3.0840774,L
-42.91381,-87.22843,-0.34165844,L
-45.114353,-85.41823,4.427292,L
-47.35853,-78.79854,2.7098937,L
-43.02514,-72.93244,3.741984,L
-47.626945,-71.47074,10.359378,L
-44.836494,-69.65016,4.8566604,L
-41.61255,-66.7453,2.850972,L
-45.48799,-62.729248,2.1910434,L
-52.03579,-61.557594,2.0043538,L
-59.720936,-62.136086,3.1918626,L
-40.385223,-61.12459,21.871553,L
-41.56632,-60.920063,16.76958,L
-45.010353,-61.21926,13.806674,L
-42.497475,-54.40503,14.050123,L
-45.974083,-57.215107,13.607593,L
-50.783237,-63.413788,13.511243,L
-56.345894,-62.63018,11.326935,L
-60.488106,-60.489014,8.016378,L
-64.38682,-55.605064,3.4516406,L
-63.766407,-48.535454,2.4778697,L
-59.493782,-44.60132,-0.26618522,L
-54.24317,-40.354553,-2.427293,L
-51.34859,-42.114838,1.7193849,L
-51.21644,-40.03391,-0.7212526,L
-49.997726,-37.768757,-3.7215772,L
-48.977654,-34.27503,-4.267412,L
-51.1732,-30.355648,-5.0208287,L
-20.554562,-67.14033,53.867332,L
-20.08857,-65.615616,48.86365,L
-19.610043,-64.38827,43.387634,L
-26.3331,-64.17037,48.100395,L
-21.847895,-62.504517,42.25004,L
-21.81329,-64.815674,37.533897,L
-23.922169,-66.38267,30.861217,L
-26.476963,-68.95062,25.697443,L
-28.406927,-73.18239,20.982407,L
-31.401957,-58.450428,39.05999,L
-31.259329,-62.902832,41.745083,L
-28.268072,-68.32341,43.050793,L
-30.97594,-75.03676,45.573418,L
-29.467688,-73.02343,40.76529,L
-29.286541,-69.80571,34.779602,L
-28.812763,-71.52323,27.31253,L
-29.918722,-74.38407,20.505825,L
-27.778442,-78.79963,16.13592,L
-29.307888,-82.1488,14.238733,L
-31.793112,-87.08932,14.12988,L
-34.12499,-91.85856,11.927907,L
-42.156597,-86.23618,17.788273,L
-38.281128,-88.06765,10.390768,L
-32.447952,-88.039536,7.0805435,L
-31.934982,-84.13814,4.766938,L
-33.76661,-83.50652,4.293788,L
-32.071003,-86.725784,-0.49350682,L
-17.830572,-63.44461,9.896351,L
-21.9188,-66.783646,6.397191,L
-19.647882,-66.39592,6.4424105,L
-17.235836,-69.78756,5.8620634,L
-12.431492,-72.70859,9.101661,L
-14.087547,-66.55699,16.096708,L
-8.07901,-67.65819,7.693746,L
-8.42036,-76.372826,11.790302,L
-6.9765,-81.587204,9.799199,L
-5.3627057,-86.96581,8.513971,L
-5.787983,-91.76097,4.1273737,L
-15.650183,-77.31769,28.990814,L
-8.963687,-77.49532,28.302485,L
-2.753816,-78.81618,26.787867,L
-5.607001,-88.486046,33.44597,L
-3.1858108,-86.03337,27.66857,L
-1.3697839,-83.66726,22.54374,L
-2.2423558,-87.61632,16.708021,L
-1.9102392,-93.84783,9.452963,L
-7.116498,-96.76935,5.3855305,L
-6.773317,-99.743095,2.6596444,L
-8.898901,-103.00304,-2.3230038,L
-15.076343,-104.38558,-3.1971726,L
-16.171152,-101.405655,8.429895,L
-18.47695,-102.672386,2.569094,L
-22.460327,-101.13644,-1.8003994,L
-26.47551,-97.67262,-0.6557621,L
-29.405416,-91.57663,-0.6833788,L
-12.0472555,-16.32489,42.9645,L
-13.203987,-18.810774,40.34749,L
-12.539136,-21.466076,39.364845,L
-15.931747,-29.562449,39.765488,L
-14.138802,-26.94075,38.685204,L
-9.534266,-25.108885,41.87916,L
-5.070264,-28.537777,44.302193,L
-2.4464622,-30.311132,40.80808,L
-1.5873363,-33.8758,36.212673,L
-7.9059486,-43.687355,50.32384,L
-5.087325,-42.978706,46.705956,L
-4.0946684,-44.11018,42.669945,L
-9.343073,-51.28495,39.26229,L
-11.90636,-47.514893,39.08155,L
-6.002619,-42.98547,40.1245,L
-6.9492655,-40.871178,37.932243,L
-6.1763105,-38.200596,35.48075,L
-2.090817,-38.94738,33.755424,L
-2.2540421,-44.814487,32.842415,L
-1.4887722,-50.716377,29.40736,L
-3.8563943,-53.678337,22.003937,L
-3.6753087,-58.40287,24.304638,L
-2.933665,-57.771484,20.669743,L
-2.129478,-57.04668,16.63619,L
-5.5522666,-62.90194,11.934336,L
-13.061026,-60.447674,13.479965,L
-13.5700655,-61.690033,8.337974,L
-1.3689346,2.6072917,-3.0367107,L
-0.61029255,5.2227197,-1.0135847,L
-1.8552167,-0.908741,2.0658398,L
-2.690298,-4.727956,4.0503263,L
-1.2518212,3.2494552,8.623965,L
-3.0879483,-2.758777,7.333444,L
-1.8613455,-9.9086895,6.021597,L
-2.018798,-16.130402,7.5292807,L
-3.8087094,-21.331497,9.119928,L
-5.5206547,-26.178997,10.631625,L
-0.6676441,5.6037583,26.754251,L
-0.31762403,-0.9107195,24.441885,L
-0.4911852,-7.4246054,21.26464,L
-1.1910284,-15.302609,27.52063,L
-0.3970552,-14.76449,22.828695,L
-0.6879975,-14.389119,18.047405,L
-1.5727429,-21.381311,15.068187,L
-3.4078605,-27.871471,13.157361,L
-4.6981444,-31.884125,10.833668,L
-1.5038778,-34.783005,7.154967,L
-0.99171364,-40.071583,6.416684,L
-4.3700814,-45.029903,7.7256036,L
-2.5794473,-44.11445,17.617495,L
-3.6944308,-47.09571,12.290656,L
-4.7616434,-48.057583,7.0406523,L
-6.717778,-54.60795,3.6966133,L
-10.388517,-58.552757,6.3757157,L
-28.509567,19.798319,-11.120275,L
-29.009415,16.88658,-13.060023,L
-32.85242,13.231496,-17.650747,L
-28.392609,12.303432,-23.25973,L
-29.704456,11.781122,-19.5592,L
-32.58421,6.126296,-18.378838,L
-30.395752,3.303885,-20.266705,L
-28.660107,2.8209991,-21.712378,L
-25.654957,3.2837112,-24.353477,L
-14.526448,14.927121,-18.081287,L
-17.852047,6.4865656,-19.836414,L
-22.196545,1.5358627,-15.602259,L
-19.986792,-6.6110473,-16.051083,L
-21.074192,-4.505372,-18.46057,L
-24.470623,-1.1675271,-18.743246,L
-27.594238,-4.2749057,-22.214832,L
-26.373688,-4.014348,-23.303316,L
-20.937723,2.3026822,-28.15647,L
-19.145212,-0.007486337,-34.0514,L
-20.657684,-3.80971,-38.020638,L
-23.56108,-7.7991805,-38.579952,L
-22.849417,-11.227605,-24.445951,L
-16.49831,-9.861661,-30.196384,L
-26.902786,-11.925677,-36.454674,L
-28.855442,-15.766556,-33.93901,L
-31.3802,-20.641214,-31.984213,L
-36.101723,-20.562492,-31.404474,L
-33.362213,-24.557917,-27.954987,L
-52.41175,-18.239859,-10.24582,L
-51.56958,-16.8634,-13.598536,L
-53.52018,-15.323674,-15.796804,L
-52.717903,-8.467745,-16.068947,L
-51.90493,-10.634654,-18.800852,L
-56.706947,-12.870412,-17.573975,L
-61.608124,-8.047229,-19.165567,L
-63.089855,-8.75988,-25.096933,L
-56.268238,-12.402157,-28.47607,L
-50.546883,11.3217,-10.175325,L
-55.615784,13.038412,-17.09428,L
-50.274166,6.160436,-25.880726,L
-46.52293,15.4359255,-32.158955,L
-48.259983,9.706251,-32.217888,L
-55.1528,6.378371,-30.950634,L
-55.3438,-1.7759018,-35.056553,L
-50.74101,-8.070692,-31.317913,L
-51.40669,-13.171228,-30.83315,L
-53.85163,-12.361285,-37.86103,L
-49.73756,-14.608965,-42.187496,L
-41.76599,-16.295994,-38.8095,L
-36.626812,-7.014778,-47.180355,L
-38.572853,-10.614433,-40.05474,L
-40.28353,-12.975781,-32.645226,L
-39.09217,-12.468997,-29.570734,L
-38.540886,-15.835283,-29.67043,L
-39.56544,-20.803793,-25.572657,L
-44.36854,-83.984665,-3.9344392,L
-44.489433,-81.425064,-6.512439,L
-47.006386,-77.51923,-9.651773,L
-47.742,-69.18541,-5.0275793,L
-45.796192,-70.89699,-7.4565706,L
-44.287933,-75.58048,-11.411336,L
-40.930836,-73.44805,-11.223715,L
-42.9556,-68.58403,-13.143369,L
-45.94082,-62.78408,-16.25337,L
-56.481464,-52.380505,-8.724522,L
-59.389027,-57.087708,-11.71448,L
-54.811108,-60.905712,-15.391754,L
-60.55658,-47.739326,-23.031277,L
-54.880127,-56.396008,-21.46312,L
-47.872135,-56.52989,-12.600164,L
-43.83488,-54.452538,-11.340403,L
-43.253777,-55.065987,-14.608867,L
-46.37151,-55.981445,-20.95084,L
-43.392418,-50.45536,-21.767515,L
-41.422234,-45.82144,-22.28309,L
-41.656048,-41.669952,-26.569052,L
-46.240265,-35.98194,-27.768555,L
-42.358192,-36.259056,-25.881311,L
-39.336666,-37.459297,-25.879211,L
-40.010933,-31.947626,-26.50433,L
-40.27289,-26.46926,-25.013752,L
-36.8951,-27.342594,-28.502096,L
-22.766617,-69.24296,4.8553705,L
-21.278738,-70.28696,3.1655202,L
-15.027979,-68.53865,3.155663,L
-9.72333,-76.50838,6.887857,L
-7.3992605,-70.51898,6.4498124,L
-5.8184,-64.47162,5.400056,L
-4.4671316,-63.817127,0.76040304,L
-9.585693,-65.156265,-3.7215638,L
-13.937541,-64.55453,-7.0391555,L
-3.6436315,-95.115364,-9.645051,L
-2.947342,-89.15116,-11.542078,L
-7.350685,-84.54442,-8.471683,L
-16.944859,-82.440865,-12.120141,L
-12.613151,-78.56795,-12.951256,L
-9.853856,-77.849686,-7.625016,L
-11.432353,-70.292595,-10.408866,L
-16.268589,-65.353096,-8.177177,L
-21.054611,-60.63332,-7.159446,L
-25.905472,-55.395424,-6.8693857,L
-30.53268,-50.811104,-7.8264627,L
-32.587708,-46.958256,-9.932042,L
-27.67503,-56.39265,-11.85568,L
-28.873322,-48.104355,-12.228541,L
-33.550983,-42.224922,-14.005533,L
-32.59788,-36.89005,-18.739178,L
-31.740307,-30.53096,-24.1681,L
-34.95597,-27.22099,-23.232927,L
-3.0827844,-5.5495796,-5.9862633,L
-0.7863494,-14.543469,-10.090354,L
-1.8536952,-20.636255,-16.643154,L
-2.0858934,-25.218975,-8.559427,L
-3.3448632,-23.472185,-14.0576935,L
-7.4849825,-22.141933,-17.968266,L
-13.807268,-24.52364,-15.807358,L
-22.266888,-24.74999,-11.111219,L
-31.27959,-27.087626,-9.803337,L
-15.903621,-35.812817,1.823519,L
-21.057312,-35.889725,0.22580028,L
-25.768158,-35.29986,-1.0086893,L
-25.68826,-40.938873,-1.9625397,L
-30.179188,-38.362804,-0.09649551,L
-29.386353,-33.903572,-2.9661076,L
-32.93835,-32.692383,-4.9590263,L
-36.292316,-32.12343,-7.7708635,L
-38.36027,-30.295918,-11.310834,L
-36.6316,-30.276478,-14.2543545,L
-30.799084,-26.934504,-15.201384,L
-23.214598,-23.37591,-16.905293,L
-17.637665,-29.96344,-17.604252,L
-18.489283,-29.112803,-21.339188,L
-19.570982,-27.557888,-24.913433,L
-27.313208,-29.624481,-26.720295,L
-32.55711,-27.31815,-23.36629,L
-41.808662,-17.684269,62.00702,L
-42.328747,-13.779607,64.41064,L
-40.442307,-14.436528,66.36056,L
-39.049908,-22.843506,59.73644,L
-40.43114,-20.319717,58.446278,L
-36.594067,-23.30794,63.114178,L
-35.994022,-24.503733,59.64622,L
-38.332508,-19.086813,67.83112,L
-35.772526,-22.669466,66.37943,L
-38.362724,-14.636267,67.90765,L
-24.272446,46.415012,24.183441,L
-25.038414,48.51937,27.111053,L
-24.620138,44.88651,26.949625,L
-24.754515,43.618847,21.663242,L
-24.455425,47.068275,21.459103,L
-24.55854,40.367096,22.67421,L
-25.507015,41.343235,20.62354,L
-59.248035,-1.7913704,6.7387724,L
-58.454445,-0.93290794,5.4356847,L
-59.96114,1.0521692,7.0819526,L
-60.11405,-2.0695353,8.738722,L
-59.943737,-3.7932873,6.4960747,L
-51.829823,-51.71582,47.482086,L
-53.148216,-52.019836,45.52598,L
-53.001842,-50.334763,47.863888,L
-48.994164,-49.679253,46.50396,L
-50.35508,-51.88562,47.132225,L
-14.789124,-70.163345,59.79301,L
-15.303362,-70.361305,55.646942,L
-17.000034,-69.530136,57.362556,L
-14.8470335,-67.31969,63.43751,L
-12.710203,-69.00246,62.26367,L
-9.895071,-7.288935,45.660694,L
-10.519691,-8.496374,44.98524,L
-10.586797,-10.322955,45.74451,L
-2.5990982,11.362648,-6.3809505,L
-2.2760572,7.9157763,-6.7608385,L
-1.9873358,6.1444373,-5.3532743,L
-30.602945,22.763828,-6.1054497,L
-32.00491,21.09621,-7.4033957,L
-29.170628,21.69257,-7.327136,L
-51.813286,-25.019306,-6.9089994,L
-50.532146,-24.677805,-7.968161,L
-52.41399,-22.566948,-7.724083,L
-34.018322,-88.2206,-3.4092243,L
-35.003815,-89.64199,-4.5074215,L
-37.94069,-88.13202,-2.9058871,L
-19.040543,-60.960274,5.8041553,L
-21.500856,-61.38337,5.118082,L
-22.28455,-63.364796,5.5845714,L
-56.69098,-6.195647,37.436485,L
-58.5252,-2.0644827,38.986534,L
-58.01129,-3.5352676,40.117638,L
-31.5749,9.336395,58.498554,L
-34.43331,12.693756,57.67057,L
-32.421104,12.841278,55.38932,L
-32.385445,14.633453,51.355762,L
-31.26416,12.49632,52.770336,L
-48.151752,-29.808117,50.625813,L
-48.332623,-29.200592,48.70453,L
-50.124165,-27.223013,52.02223,L
-50.842712,-10.01949,37.32148,L
-48.84202,-10.85139,34.342583,L
-52.56471,-8.707255,35.5939,L
-53.948296,-7.5265465,34.304703,L
-20.801497,-36.84332,67.340805,L
-21.403673,-38.606087,63.08332,L
-21.810446,-37.079308,65.54861,L
-49.282265,-29.149805,55.498158,L
-47.385155,-31.902292,53.390217,L
-47.654686,-30.900066,51.72466,L
-45.357697,-31.652222,48.30606,L
-10.491353,-9.626013,72.70545,L
-7.7713532,-10.494207,72.06978,L
-10.258498,-11.761663,72.682915,L
-20.873379,-32.84925,74.83956,L
-18.642256,-32.707737,75.57265,L
-20.021133,-35.38935,71.81497,L
-19.785624,-37.265656,68.628784,L
-29.978912,12.178032,48.580727,L
-29.718256,11.626104,52.39323,L
-14.841398,-10.505448,69.93953,L
-16.357609,-7.8414526,71.3089,L
-13.195116,-8.864782,72.677765,L
-10.810013,-7.04487,72.17252,L
-10.537567,50.31678,0.7603804,L
-11.622495,48.673206,1.5591424,L
-10.84891,50.890785,2.6829107,L
-3.361196,37.90028,49.159943,L
-4.5742083,36.146595,45.220882,L
-3.5837772,33.42751,47.91211,L
-3.840547,29.939388,47.54035,L
-3.7415237,31.67516,50.625385,L
-42.850693,50.35146,-7.1917434,L
-42.56302,51.40722,-10.453285,L
-41.997734,54.017742,-7.345566,L
-6.6461015,55.451557,0.5006019,L
-5.015317,54.49102,-2.0139117,L
-8.219083,51.642273,-0.5705394,L
-9.702872,49.1471,-2.3892937,L
-37.54728,21.661999,23.89361,L
-38.063354,21.254318,22.938099,L
-38.38071,23.275503,23.02327,L
-39.56295,50.16572,-1.8759441,L
-39.500603,46.32796,-2.8235028,L
-40.535774,47.9495,-4.9907327,L
-42.752575,46.281,-7.2902145,L
-36.140053,-31.574284,16.235138,L
-37.079628,-30.13226,15.4733715,L
-34.466797,-29.99262,16.296125,L
-36.06627,12.153003,7.8994627,L
-35.325428,10.667033,9.786483,L
-34.605164,14.258072,8.538396,L
-33.7714,15.753738,9.334425,L
-35.194397,17.578482,7.850999,L
-60.842518,-25.805725,28.740885,L
-63.95791,-27.120178,28.349697,L
-63.090282,-26.199347,26.690042,L
-34.93847,-31.377798,18.42356,L
-36.114967,-33.010067,17.319973,L
-35.954834,-32.567303,16.590965,L
-37.6224,-33.130077,14.083246,L
-45.73406,-67.38939,26.86655,L
-46.151752,-66.17415,23.751266,L
-43.75895,-65.26042,26.06889,L
-62.67879,-51.995018,14.4229145,L
-60.59685,-51.862366,12.329608,L
-63.374184,-49.54111,12.467634,L
-63.491253,-47.446587,11.016899,L
-65.50047,-47.271847,13.840347,L
-28.496618,-52.5214,41.959064,L
-28.385696,-54.130867,41.874928,L
-28.87048,-53.516735,40.01647,L
-42.47283,-67.99742,31.113667,L
-43.9963,-70.08378,32.41633,L
-45.433064,-68.725296,29.425259,L
-48.599335,-70.01393,27.618427,L
-12.710122,-68.07022,32.28756,L
-15.216357,-68.49814,29.781942,L
-14.515991,-68.884026,31.594818,L
-24.647444,-81.12744,18.965815,L
-22.699066,-84.75594,18.7701,L
-23.643358,-82.79569,16.869978,L
-22.809994,-84.35835,15.540759,L
-24.78616,-81.310165,15.777246,L
-15.844744,-43.371696,54.092754,L
-16.096193,-43.342087,51.997753,L
-15.01531,-44.50409,53.16323,L
-8.016218,-71.572395,34.021374,L
-4.2194195,-72.18677,32.73095,L
-9.530311,-69.71165,32.492786,L
-10.690018,-68.193375,31.35144,L
-2.8670692,18.330656,23.207724,L
-1.4927108,15.784062,22.300426,L
-2.7855332,15.335268,24.381231,L
-1.9725449,-30.698877,28.623224,L
-4.3154984,-30.801971,28.184046,L
-2.930223,-33.276493,27.857407,L
-3.2390907,-35.688652,27.207602,L
-1.3424042,-35.433407,28.81069,L
-12.398521,25.464108,-26.385595,L
-13.486554,22.43143,-26.234192,L
-11.846405,23.231129,-25.004578,L
-31.945282,-22.911386,-11.616586,L
-33.822186,-21.636013,-13.337148,L
-36.381325,-23.869434,-12.731169,L
-38.305412,-24.675507,-14.556555,L
-37.85476,-26.114096,-12.626261,L
-47.58389,-6.121279,-7.684533,L
-49.993656,0.055828393,-6.3237724,L
-47.759857,-2.6481922,-8.518155,L
-23.787407,10.733191,-33.905663,L
-23.185253,13.509532,-37.722454,L
-21.463776,9.898587,-38.846466,L
-21.435335,8.1096325,-41.903988,L
-20.664677,6.584403,-37.896225,L
-59.64926,-60.252197,-2.9793315,L
-58.08676,-60.26124,-4.6146817,L
-59.480568,-57.409363,-4.6138353,L
-56.77117,-20.803715,-26.328226,L
-55.2452,-23.396725,-25.631556,L
-56.556225,-21.233734,-28.259502,L
-57.611694,-21.530697,-30.691593,L
-56.03266,-18.326887,-30.139765,L
-11.271181,-91.782104,2.5244515,L
-11.18017,-90.69652,0.7929859,L
-11.546329,-91.82717,-0.042771854,L
-40.161777,-70.16278,-20.72574,L
-35.410618,-70.135376,-19.200596,L
-39.680332,-66.04785,-20.691515,L
-38.74513,-63.111877,-20.785818,L
-43.798454,-62.073997,-22.860958,L
-7.062594,-28.682455,7.583487,L
-7.207158,-29.499054,4.809081,L
-8.158169,-30.822855,5.854083,L
-16.431416,-55.866302,-10.229227,L
-18.58927,-51.946747,-11.63851,L
-20.561419,-54.329357,-9.929965,L
-22.895721,-51.943115,-8.51551,L
-21.537395,-56.4227,-8.268057,L
-43.77369,-14.163435,48.01151,L
-47.47262,-12.594773,50.14145,L
-45.427715,-12.434717,51.309826,L
-31.440332,-7.893654,47.85775,L
-33.15802,-6.5447016,46.699326,L
-30.743298,-7.025954,47.141273,L
-29.909628,-5.6916695,47.608448,L
-28.27634,-6.7128882,47.615032,L
-40.655388,-25.286758,52.4282,L
-41.245613,-23.84472,51.34392,L
-39.342796,-24.970196,49.216724,L
-39.046673,-14.608156,48.65106,L
-37.096764,-15.622342,45.93315,L
-40.2372,-14.761395,46.74127,L
-41.719322,-15.313421,45.14554,L
-21.883673,-29.909561,55.585735,L
-23.635483,-29.62774,57.39214,L
-23.788164,-29.169525,54.683666,L
-36.61725,-27.326468,50.565636,L
-36.50849,-27.923267,53.046715,L
-38.749214,-26.764044,52.786987,L
-40.919697,-25.625256,55.52923,L
-21.178488,-15.51064,65.62581,L
-20.439932,-16.073532,68.187996,L
-22.462948,-15.691327,69.04058,L
-21.909534,-27.764648,54.70768,L
-20.522427,-27.999563,56.35627,L
-20.93965,-29.10062,55.11709,L
-20.278492,-30.288803,56.3124,L
-26.116318,-6.274977,47.584175,L
-26.77219,-8.045485,47.462902,L
-23.855398,-13.812204,63.770184,L
-22.85101,-13.374234,61.035828,L
-22.140697,-14.686542,63.250977,L
-20.51614,-15.016902,62.945507,L
-13.808047,66.98255,14.094543,L
-10.665472,67.67064,16.20762,L
-13.50337,64.156876,16.847773,L
-15.661993,50.725555,37.292854,L
-13.681582,52.226643,35.96938,L
-14.125664,50.200615,39.33555,L
-12.256826,49.601124,41.356853,L
-14.714717,47.78692,42.399075,L
-30.429785,50.501045,8.073024,L
-29.108866,49.90476,5.175492,L
-28.084845,48.639137,6.9153,L
-19.156088,62.027355,12.706161,L
-20.804485,65.33687,11.092472,L
-17.106901,65.64876,12.021624,L
-14.292293,68.1577,10.956747,L
-43.091396,36.36355,30.832504,L
-43.7183,37.078148,27.584982,L
-42.67162,39.965492,29.498829,L
-32.40532,51.16066,14.618454,L
-35.700836,53.64035,16.546873,L
-32.590607,52.71537,12.561808,L
-33.247017,53.60796,9.6947,L
-43.78048,-15.764078,15.739652,L
-42.735565,-15.376292,16.813217,L
-45.090874,-13.74534,15.904943,L
-48.993942,3.8049622,-0.4731719,L
-46.752777,2.014853,3.3570294,L
-46.82106,4.547608,0.51799136,L
-44.81253,5.193322,1.5873687,L
-46.72103,7.8595343,-2.0443766,L
-64.67122,-16.79046,20.185804,L
-62.032185,-18.604488,19.827162,L
-63.648426,-18.415482,17.730322,L
-48.772972,-14.098867,13.850696,L
-47.84142,-15.984302,12.262342,L
